name,url,rank,net cost,aid,in-state tuition,out-state tuition,housing,meals,books,median earnings,location,address,student-faculty ratio,acceptance rate,application deadline,graduation rate,employed 2 years post graduation,full-time undergraduates,part-time undergrads,undergrads over 25,pell-grant recipients,varsity athletes,public/private,coordinates,<$30k,$30-48k,$49-75k,$76-110k,$110k+,tuition,undergrads
Livingstone College,https://www.niche.com/colleges/livingstone-college/,1439,15914,12500,18296,18296,3262,3531,1300,23400,"SALISBURY, NC","701 W MONROE ST SALISBURY, NC 28144",13:1,64,Rolling Admissions,26,91,814,25,8,85,26,Private,"[35.6694651, -80.4818883]",16822,14789,16340,19975,25069,18296,839
St. Augustine College,https://www.niche.com/colleges/st-augustine-college/,1440,10288,10468,13288,13288,-1,-1,1200,26300,"CHICAGO, IL","1345 W ARGYLE ST CHICAGO, IL 60640",16:1,100,Rolling Admissions,23,82,462,218,75,93,-1,Private,"[41.9723702, -87.664003]",10384,9133,10772,17783,15846,13288,680
William Penn University,https://www.niche.com/colleges/william-penn-university/,1441,20922,19052,27800,27800,3358,4170,1390,42100,"OSKALOOSA, IA","201 TRUEBLOOD AVE OSKALOOSA, IA 52577",18:1,58,Rolling Admissions,30,92,1290,114,19,46,38,Private,"[41.3092404, -92.6483481]",20120,21705,21392,23377,24004,27800,1404
Wilson College,https://www.niche.com/colleges/wilson-college/,1442,23923,14241,26200,26200,5500,6468,1104,33100,"CHAMBERSBURG, PA","1015 PHILADELPHIA AVE CHAMBERSBURG, PA 17201",11:1,94,Rolling Admissions,50,89,582,384,37,34,41,Private,"[39.950052, -77.6496184]",17499,17658,20250,22693,28875,26200,966
University of Phoenix - California,https://www.niche.com/colleges/university-of-phoenix-california/,1443,15400,3882,9552,9552,-1,-1,1360,0,"ONTARIO, CA","3110 EAST GUASTI RD ONTARIO, CA 91761",1:1,-1,Rolling Admissions,24,-1,438,0,96,33,-1,Private,"[34.0657438, -117.5838558]",12593,11392,15129,14938,18207,9552,438
Otis College of Art and Design,https://www.niche.com/colleges/otis-college-of-art-and-design/,1444,48198,21017,52460,52460,-1,-1,688,44900,"LOS ANGELES, CA","9045 LINCOLN BLVD LOS ANGELES, CA 90045",8:1,83,Rolling Admissions,62,85,1193,0,10,31,-1,Private,"[33.9566054, -118.4165927]",40314,43306,44132,47426,50319,52460,1193
Lesley University,https://www.niche.com/colleges/lesley-university/,1445,32414,16279,31364,31364,11078,7210,1500,38700,"CAMBRIDGE, MA","29 EVERETT ST CAMBRIDGE, MA 02138",4:1,87,Rolling Admissions,61,90,956,598,19,26,14,Private,"[42.3801624, -71.1172322]",26082,24408,31675,31915,34667,31364,1554
University of Rio Grande,https://www.niche.com/colleges/university-of-rio-grande/,1446,26369,7178,20060,20282,-1,-1,1200,33900,"RIO GRANDE, OH","218 N COLLEGE AVE RIO GRANDE, OH 45674",13:1,100,Rolling Admissions,38,88,1036,738,26,47,68,Private,"[38.8806822, -82.3784603]",26363,27659,30735,32591,32989,20171,1774
Colby-Sawyer College,https://www.niche.com/colleges/colby-sawyer-college/,1447,28202,37913,36490,36490,8420,6558,2000,43600,"NEW LONDON, NH","541 MAIN STREET NEW LONDON, NH 03257",10:1,78,Rolling Admissions,60,97,766,101,3,32,40,Private,"[43.4118016, -71.9752984]",20527,22953,26116,27703,32619,36490,867
Florida Memorial University,https://www.niche.com/colleges/florida-memorial-university/,1448,16359,14943,16836,16836,4270,3890,2600,27600,"MIAMI GARDENS, FL","15800 NW 42 AVE MIAMI GARDENS, FL 33054",21:1,70,Rolling Admissions,35,90,1030,68,5,82,27,Private,"[25.9172387, -80.2688349]",16651,17802,20502,22369,23538,16836,1098
Bethany College - Kansas,https://www.niche.com/colleges/bethany-college-kansas/,1449,29546,21045,29800,29800,7400,5750,915,40200,"LINDSBORG, KS","335 E SWENSSON ST LINDSBORG, KS 67456",12:1,66,Rolling Admissions,29,93,678,66,2,51,77,Private,"[38.5804682, -97.6718767]",29674,31381,30748,29235,27780,29800,744
Bryant & Stratton College - Wauwatosa,https://www.niche.com/colleges/bryant-and-stratton-college-wauwatosa/,1450,14753,10073,-1,-1,-1,-1,1800,24100,"WAUWATOSA, WI","10950 W POTTER RD WAUWATOSA, WI 53226",10:1,100,Rolling Admissions,16,82,640,403,48,66,-1,Private,"[43.0431649, -88.050894]",14164,21161,18071,16720,15231,-1,1043
Penn State Brandywine,https://www.niche.com/colleges/penn-state-brandywine/,1451,21600,9638,15140,24834,8320,5610,1840,50100,"MEDIA, PA","25 YEARSLEY MILL RD MEDIA, PA 19063",13:1,96,Rolling Admissions,26,94,1095,101,5,38,14,Public College,"[39.9263261, -75.4470819]",17053,17236,21599,26982,28617,19987,1196
CUNY Medgar Evers College,https://www.niche.com/colleges/cuny-medgar-evers-college/,1452,8250,8467,7352,15302,-1,-1,1364,35900,"BROOKLYN, NY","1650 BEDFORD AVE BROOKLYN, NY 11225",13:1,88,Rolling Admissions,24,87,2467,0,40,74,3,Public College,"[40.6660949, -73.9571645]",7203,7779,10741,9373,8045,11327,2467
University of Northwestern Ohio,https://www.niche.com/colleges/university-of-northwestern-ohio/,1453,16860,6580,12470,12470,2950,4820,1800,40800,"LIMA, OH","1441 N CABLE RD LIMA, OH 45805",27:1,100,Rolling Admissions,59,93,2735,155,8,35,11,Private,"[40.7600195, -84.1489996]",14769,15567,20045,22628,22227,12470,2890
Valley College - Martinsburg,https://www.niche.com/colleges/valley-college-martinsburg/,1454,24165,7540,11300,11300,-1,-1,1695,22100,"MARTINSBURG, WV","287 AIKENS CTR EDWIN MILLER BLVD MARTINSBURG, WV 25404",231:1,100,Rolling Admissions,68,76,615,0,67,88,-1,Private,"[39.4866546, -77.959294]",24356,23009,24576,27866,31161,11300,615
Missouri Valley College,https://www.niche.com/colleges/missouri-valley-college/,1455,18450,17514,22450,22450,5400,4900,2000,34000,"MARSHALL, MO","500 E COLLEGE ST MARSHALL, MO 65340",14:1,61,Rolling Admissions,23,91,1204,290,6,34,78,Private,"[39.1084509, -93.189979]",17526,17212,19069,20314,20702,22450,1494
Central State University,https://www.niche.com/colleges/central-state-university/,1456,10194,6943,7596,9596,5824,5076,1200,26100,"WILBERFORCE, OH","1400 BRUSH ROW RD WILBERFORCE, OH 45384",24:1,90,Rolling Admissions,25,91,3115,0,65,80,9,Public College,"[39.7173713, -83.879465]",12201,12173,13106,19213,19757,8596,3115
Columbia College Chicago,https://www.niche.com/colleges/columbia-college-chicago/,1457,28387,18020,31026,31026,-1,-1,1700,34400,"CHICAGO, IL","600 SOUTH MICHIGAN AVE CHICAGO, IL 60605",14:1,95,January 15,47,92,6111,313,7,47,-1,Private,"[41.8742373, -87.6247961]",22898,23354,26813,29966,31503,31026,6424
Ringling College of Art and Design,https://www.niche.com/colleges/ringling-college-of-art-and-design/,1458,55752,18411,52826,52826,9560,6740,2700,33200,"SARASOTA, FL","2700 NORTH TAMIAMI TRAIL SARASOTA, FL 34234",12:1,65,Rolling Admissions,77,90,1681,24,4,21,-1,Private,"[27.3603895, -82.5486927]",46175,46569,52421,56967,58852,52826,1705
Montreat College,https://www.niche.com/colleges/montreat-college/,1459,25485,17519,30525,30525,4500,5805,1200,37000,"MONTREAT, NC","310 GAITHER CIRCLE MONTREAT, NC 28757",10:1,68,Rolling Admissions,42,93,707,113,18,38,67,Private,"[35.6460936, -82.2976339]",20689,21415,23414,25386,29746,30525,820
University of Sacred Heart,https://www.niche.com/colleges/university-of-sacred-heart/,1460,13526,6148,6170,6170,3200,-1,2500,20200,"SAN JUAN, PR","CALLE ROSALES, ESQUINA SAN ANTONIO PARADA 26 1/2 SAN JUAN, PR 00909",22:1,55,February 15,39,64,3045,686,15,82,5,Private,"[18.4286907, -66.048797]",12969,13923,15968,18832,19699,6170,3731
Salem University,https://www.niche.com/colleges/salem-university/,1461,13132,7955,13150,13150,2880,5520,1000,28900,"SALEM, WV","223 W MAIN ST SALEM, WV 26426",11:1,100,Rolling Admissions,29,82,670,92,47,74,40,Private,"[39.2835453, -80.5671629]",13772,13835,14079,15283,16192,13150,762
University of Phoenix - Arizona,https://www.niche.com/colleges/university-of-phoenix-arizona/,1462,13319,5716,9552,9552,-1,-1,1360,0,"PHOENIX, AZ","4035 SOUTH RIVERPOINT PARKWAY PHOENIX, AZ 85040",75:1,100,Rolling Admissions,18,-1,69866,0,85,74,-1,Private,"[33.4113413, -112.0126901]",12628,13971,15380,17673,18352,9552,69866
State College of Florida - Manatee-Sarasota,https://www.niche.com/colleges/state-college-of-florida-manatee-sarasota/,1463,13451,4908,3074,11595,-1,-1,1125,30900,"BRADENTON, FL","5840 26TH ST W BRADENTON, FL 34207",22:1,100,Rolling Admissions,37,85,3587,0,28,48,3,Public College,"[27.4380777, -82.5908593]",12429,16173,17326,14975,14317,7334,3587
The Los Angeles Film School,https://www.niche.com/colleges/the-los-angeles-film-school/,1464,33452,6012,78000,-1,-1,-1,6200,0,"HOLLYWOOD, CA","6363 SUNSET BLVD HOLLYWOOD, CA 90028",24:1,100,Rolling Admissions,46,84,5588,0,61,74,-1,Private,"[34.0985667, -118.3285068]",33426,33819,34968,39050,39200,38999,5588
Marymount Manhattan College,https://www.niche.com/colleges/marymount-manhattan-college/,1465,39442,22418,38718,38718,17014,4700,1000,41400,"NEW YORK, NY","221 E 71ST ST NEW YORK, NY 10021",8:1,72,Rolling Admissions,57,94,1404,204,12,37,-1,Private,"[40.7686412, -73.959806]",33143,36505,35535,35915,45203,38718,1608
Talladega College,https://www.niche.com/colleges/talladega-college/,1466,12360,10082,13866,13866,-1,-1,1200,21900,"TALLADEGA, AL","627 WEST BATTLE ST TALLADEGA, AL 35160",15:1,100,Rolling Admissions,35,88,787,48,12,71,14,Private,"[33.4333379, -86.1138674]",12875,13576,12108,17453,14617,13866,835
Cleveland Institute of Art,https://www.niche.com/colleges/cleveland-institute-of-art/,1467,33395,28356,44680,44680,9580,6730,2200,36600,"CLEVELAND, OH","11610 EUCLID AVE CLEVELAND, OH 44106",7:1,70,Rolling Admissions,73,92,568,16,5,48,-1,Private,"[41.5105142, -81.6022788]",27187,28494,32196,33387,38592,44680,584
Alabama State University,https://www.niche.com/colleges/alabama-state-university/,1468,13176,10029,11068,19396,3500,2550,1600,27700,"MONTGOMERY, AL","915 S JACKSON ST MONTGOMERY, AL 36104",13:1,97,July 30,28,92,3042,254,7,78,11,Public College,"[32.3650143, -86.2957019]",13066,13738,13505,14414,15590,15232,3296
Cheyney University of Pennsylvania,https://www.niche.com/colleges/cheyney-university-of-pennsylvania/,1469,11588,13571,10904,18870,7148,4114,100,29400,"CHEYNEY, PA","1837 UNIVERSITY CIRCLE CHEYNEY, PA 19319",15:1,100,Rolling Admissions,15,92,621,76,10,77,5,Public College,"[39.9344636, -75.5293275]",11224,12498,13932,18099,19512,14887,697
Ohio University Chillicothe,https://www.niche.com/colleges/ohio-university-chillicothe/,1470,8456,5659,6178,9026,-1,-1,788,40500,"CHILLICOTHE, OH","101 UNIVERSITY DR CHILLICOTHE, OH 45601",20:1,100,Rolling Admissions,18,91,566,0,17,44,-1,Public College,"[39.3284065, -83.0044931]",7216,7604,9286,11737,11090,7602,566
SAE Institute of Technology - Nashville,https://www.niche.com/colleges/sae-institute-of-technology-nashville/,1471,20155,5702,17027,17027,-1,-1,1399,33600,"NASHVILLE, TN","7 MUSIC CIRCLE N NASHVILLE, TN 37203",34:1,100,Rolling Admissions,43,85,1556,0,59,68,-1,Private,"[36.1503938, -86.7904543]",20952,21047,21025,21019,-1,17027,1556
Chowan University,https://www.niche.com/colleges/chowan-university/,1472,17334,20580,27910,27910,-1,-1,1000,34300,"MURFREESBORO, NC","ONE UNIVERSITY PL MURFREESBORO, NC 27855",19:1,87,Rolling Admissions,25,91,809,42,8,67,63,Private,"[36.4389657, -77.1026657]",14953,14587,16812,21692,23839,27910,851
Saint Augustine's University,https://www.niche.com/colleges/saint-augustines-university/,1473,20081,11769,16896,16896,3432,4510,1000,27300,"RALEIGH, NC","1315 OAKWOOD AVE RALEIGH, NC 27610",10:1,59,Rolling Admissions,20,90,855,230,11,76,24,Private,"[35.7864977, -78.6189295]",19029,19296,22008,22031,24857,16896,1085
Brewton-Parker College,https://www.niche.com/colleges/brewton-parker-college/,1474,21874,14497,21696,21696,3360,5870,1941,31900,"MOUNT VERNON, GA","201 DAVID-ELIZA FOUNTAIN CIRCLE MOUNT VERNON, GA 30445",15:1,95,Rolling Admissions,20,88,576,335,10,68,60,Private,"[32.1848019, -82.5840187]",20398,20378,23217,24265,24873,21696,911
Franklin Pierce University,https://www.niche.com/colleges/franklin-pierce-university/,1475,28434,32056,43155,43155,8900,6400,1300,39700,"RINDGE, NH","40 UNIVERSITY DR RINDGE, NH 03461",6:1,93,Rolling Admissions,52,95,997,121,8,28,54,Private,"[42.7708515, -72.0573776]",25807,19650,26241,30654,33565,43155,1118
Virginia Union University,https://www.niche.com/colleges/virginia-union-university/,1476,21057,8597,14305,14305,3976,5310,2000,32000,"RICHMOND, VA","1500 N LOMBARDY ST RICHMOND, VA 23220",11:1,81,Rolling Admissions,39,92,1075,254,15,65,21,Private,"[37.5619016, -77.4512376]",21642,21930,24444,21366,24205,14305,1329
Glenville State University,https://www.niche.com/colleges/glenville-state-university/,1477,17722,8718,9064,10724,5898,4876,800,33800,"GLENVILLE, WV","200 HIGH ST GLENVILLE, WV 26351",16:1,100,Rolling Admissions,33,87,975,633,17,57,50,Public College,"[38.9348969, -80.8332551]",17278,13849,17788,18479,16174,9894,1608
New England College,https://www.niche.com/colleges/new-england-college/,1478,29512,29272,41578,41578,9766,8520,1000,37900,"HENNIKER, NH","98 BRIDGE ST HENNIKER, NH 03242",5:1,100,Rolling Admissions,31,93,1006,37,17,40,41,Private,"[43.1769321, -71.8228823]",24438,29552,29232,31966,32395,41578,1043
The Ohio State University - Newark,https://www.niche.com/colleges/the-ohio-state-university-newark/,1479,15024,6718,8944,33181,-1,-1,1012,46100,"NEWARK, OH","1179 UNIVERSITY DR NEWARK, OH 43055",25:1,100,July 14,34,94,1854,409,6,37,-1,Public College,"[40.0680369, -82.4463455]",11852,12608,14455,18098,19005,21062,2263
Platt College - Alhambra,https://www.niche.com/colleges/platt-college-alhambra/,1480,29589,6587,14519,14519,-1,-1,1095,33800,"ALHAMBRA, CA","1000 SOUTH FREMONT AVE A9W ALHAMBRA, CA 91803",15:1,100,Rolling Admissions,67,82,667,0,58,73,-1,Private,"[34.0814993, -118.1504345]",28035,29482,29995,29832,32231,14519,667
Strayer University - Virginia,https://www.niche.com/colleges/strayer-university-virginia/,1481,20047,4994,13515,13515,-1,-1,675,45900,"ARLINGTON, VA","2121 15TH ST N ARLINGTON, VA 22201",33:1,100,Rolling Admissions,28,85,703,0,90,0,-1,Private,"[38.8908961, -77.0851032]",20047,24154,27879,28528,25041,13515,703
Rasmussen University - Rockford,https://www.niche.com/colleges/rasmussen-university-rockford/,1482,18027,5825,11738,11738,-1,-1,56,32600,"ROCKFORD, IL","6000 EAST STATE ST 4TH FLOOR ROCKFORD, IL 61108",11:1,100,Rolling Admissions,55,85,1021,0,82,85,-1,Private,"[42.2676259, -88.9989071]",17813,18951,17722,22724,18601,11738,1021
Northern Marianas College,https://www.niche.com/colleges/northern-marianas-college/,1483,2488,7891,4038,5520,-1,-1,1600,20700,"SAIPAN, MP","AS TERLAJE CAMPUS SAIPAN, MP 96950",22:1,100,Rolling Admissions,37,60,953,344,18,82,-1,Public College,"[15.1523861, 145.721755]",2085,1484,3871,3541,2572,4779,1297
Edward Waters University,https://www.niche.com/colleges/edward-waters-university/,1484,13649,12984,14878,14878,3788,4222,0,25900,"JACKSONVILLE, FL","1658 KINGS RD JACKSONVILLE, FL 32209",17:1,84,Rolling Admissions,30,87,1054,88,7,82,33,Private,"[30.3437101, -81.6836484]",12796,13762,17330,17334,16839,14878,1142
Miles College,https://www.niche.com/colleges/miles-college/,1485,13283,9391,12714,12714,4182,3388,250,26500,"FAIRFIELD, AL","5500 MYRON MASSEY BLVD FAIRFIELD, AL 35064",14:1,100,August 2,26,90,1201,57,15,77,20,Private,"[33.4807428, -86.908348]",12521,12843,14950,17279,16837,12714,1258
Virginia Wesleyan University,https://www.niche.com/colleges/virginia-wesleyan-university/,1486,23046,27568,36010,36010,-1,-1,1500,40700,"VIRGINIA BEACH, VA","5817 WESLEYAN DR VIRGINIA BEACH, VA 23455",12:1,81,Rolling Admissions,44,92,1095,384,11,34,36,Private,"[36.8694906, -76.1891389]",25357,21099,24503,19774,22625,36010,1479
Southern Technical College - Fort Myers,https://www.niche.com/colleges/southern-technical-college-fort-myers/,1487,19073,5823,14742,14742,-1,-1,0,26600,"FORT MYERS, FL","1685 MEDICAL LN FORT MYERS, FL 33907",9:1,100,Rolling Admissions,56,83,575,3,56,82,-1,Private,"[26.5960726, -81.8776644]",19539,21637,24661,25528,25653,14742,578
Brookline College - Phoenix,https://www.niche.com/colleges/brookline-college-phoenix/,1488,37807,4529,-1,-1,-1,-1,-1,21900,"PHOENIX, AZ","2445 W DUNLAP AVE STE 100 PHOENIX, AZ 85021",23:1,100,Rolling Admissions,57,79,841,0,72,64,-1,Private,"[33.5661891, -112.1124398]",37807,36627,35678,34692,35454,-1,841
Hampton University,https://www.niche.com/colleges/hampton-university/,1489,32421,13710,29162,29162,6754,6232,1100,44700,"HAMPTON, VA","200 WILLIAM R HARVEY WAY HAMPTON, VA 23668",11:1,74,March 1,46,95,2648,198,7,44,14,Private,"[37.0245486, -76.3343277]",39953,40463,42546,46123,44033,29162,2846
Southern University at New Orleans,https://www.niche.com/colleges/southern-university-at-new-orleans/,1490,14999,9560,7471,16371,6480,3000,1300,28600,"NEW ORLEANS, LA","6400 PRESS DR NEW ORLEANS, LA 70126",12:1,94,July 1,17,88,885,795,37,88,4,Public College,"[30.0256741, -90.0448373]",18295,12088,14722,16512,11481,11921,1680
Ohio University Southern,https://www.niche.com/colleges/ohio-university-southern/,1491,8181,5623,3089,4513,-1,-1,788,40500,"IRONTON, OH","1804 LIBERTY AVE IRONTON, OH 45638",24:1,100,Rolling Admissions,21,91,437,0,16,50,0,Public College,"[38.5248845, -82.6662388]",6866,8279,9672,10714,11578,3801,437
Warren Wilson College,https://www.niche.com/colleges/warren-wilson-college/,1492,28086,26012,25500,25500,-1,-1,850,25600,"SWANNANOA, NC","701 WARREN WILSON RD SWANNANOA, NC 28778",8:1,84,Rolling Admissions,45,91,725,17,7,32,30,Private,"[35.6146083, -82.4371863]",18307,24459,25519,28730,33875,25500,742
Atlanta Metropolitan State College,https://www.niche.com/colleges/atlanta-metropolitan-state-college/,1493,6758,5658,3105,9731,-1,-1,1440,28000,"ATLANTA, GA","1630 METROPOLITAN PARKWAY SW ATLANTA, GA 30310",20:1,100,August 1,24,88,565,870,41,65,2,Public College,"[33.7096295, -84.4059661]",6433,6997,9632,10263,12708,6418,1435
Bryant & Stratton College - Virginia Beach,https://www.niche.com/colleges/bryant-and-stratton-college-virginia-beach/,1494,12498,10510,-1,-1,-1,-1,1800,24100,"VIRGINIA BEACH, VA","301 CENTRE POINTE DR VIRGINIA BEACH, VA 23462",13:1,100,Rolling Admissions,26,82,705,576,63,70,-1,Private,"[36.8279289, -76.1381676]",13377,17912,12482,15367,18360,-1,1281
Dean College,https://www.niche.com/colleges/dean-college/,1495,32219,29972,45260,45260,11712,6830,1000,33500,"FRANKLIN, MA","99 MAIN ST FRANKLIN, MA 02038",18:1,76,Rolling Admissions,45,92,1103,86,7,33,30,Private,"[42.0858031, -71.3979594]",25835,28600,31977,30040,34340,45260,1189
Ottawa University,https://www.niche.com/colleges/ottawa-university/,1496,26872,23303,33380,33380,5360,6490,1200,41500,"OTTAWA, KS","1001 SOUTH CEDAR OTTAWA, KS 66067",20:1,78,Rolling Admissions,28,90,776,77,5,37,95,Private,"[38.6025805, -95.2650163]",22324,24412,25305,28424,30243,33380,853
Webber International University,https://www.niche.com/colleges/webber-international-university/,1497,27995,18816,30798,30798,6800,5400,1380,37200,"BABSON PARK, FL","1201 N SCENIC HWY BABSON PARK, FL 33827",23:1,49,Rolling Admissions,33,91,894,206,3,50,49,Private,"[27.8392392, -81.5321839]",27279,24927,28891,29620,32503,30798,1100
Rust College,https://www.niche.com/colleges/rust-college/,1498,8151,8549,9900,9900,-1,-1,500,24100,"HOLLY SPRINGS, MS","150 RUST AVE HOLLY SPRINGS, MS 38635",17:1,79,Rolling Admissions,25,89,587,168,19,55,50,Private,"[34.7745917, -89.4455785]",7969,10341,10643,11323,13061,9900,755
Kent State University at Geauga and Twinsburg Academic Center,https://www.niche.com/colleges/kent-state-university-at-geauga-and-twinsburg-academic-center/,1499,9969,5112,7061,16168,-1,-1,1200,38000,"BURTON, OH","14111 CLARIDON-TROY RD BURTON, OH 44021",27:1,100,August 15,16,91,1182,0,23,51,-1,Public College,"[41.4839193, -81.1430638]",7131,8723,10749,13926,13994,11614,1182
Curry College,https://www.niche.com/colleges/curry-college/,1500,31091,29402,44920,44920,9600,8240,1100,45900,"MILTON, MA","1071 BLUE HILL AVE MILTON, MA 02186",11:1,88,Rolling Admissions,52,95,1687,146,17,22,23,Private,"[42.2347199, -71.1135622]",23339,24719,28472,31685,33362,44920,1833
